Compound name,Compound,Gene Symbol,ncbitaxid,RelationSign
protocatechuic acid,CP00000070,AIFM3,9606,associate
protocatechuic acid,CP00000070,IL1B,9606,associate
protocatechuic acid,CP00000070,APEX1,9606,associate
protocatechuic acid,CP00000070,RHOB,9606,associate
protocatechuic acid,CP00000070,TIGD1,9606,associate
protocatechuic acid,CP00000070,TSPAN33,9606,associate
protocatechuic acid,CP00000070,DECR1,9606,associate
protocatechuic acid,CP00000070,TNFAIP1,9606,associate
protocatechuic acid,CP00000070,TYR,9606,associate
protocatechuic acid,CP00000070,SEPT4,9606,associate
protocatechuic acid,CP00000070,AP3D1,9606,associate
protocatechuic acid,CP00000070,SVOP,9606,associate
protocatechuic acid,CP00000070,PREP,9606,associate
protocatechuic acid,CP00000070,ACD,9606,associate
protocatechuic acid,CP00000070,STYK1,9606,associate
protocatechuic acid,CP00000070,EPHX4,9606,associate
protocatechuic acid,CP00000070,APPL1,9606,associate
protocatechuic acid,CP00000070,PDK3,9606,associate
protocatechuic acid,CP00000070,P3H2,9606,associate
protocatechuic acid,CP00000070,KANK2,9606,associate
protocatechuic acid,CP00000070,PRDX6,9606,associate
protocatechuic acid,CP00000070,ALAS2,9606,associate
protocatechuic acid,CP00000070,COQ9,9606,associate
protocatechuic acid,CP00000070,HADH,9606,associate
protocatechuic acid,CP00000070,FDPS,9606,associate
protocatechuic acid,CP00000070,PPOX,9606,associate
protocatechuic acid,CP00000070,ODC1,9606,associate
protocatechuic acid,CP00000070,P4HTM,9606,associate
protocatechuic acid,CP00000070,PDK1,9606,associate
protocatechuic acid,CP00000070,SYK,9606,associate
protocatechuic acid,CP00000070,P4HA1,9606,associate
protocatechuic acid,CP00000070,IMPA1,9606,associate
protocatechuic acid,CP00000070,TSHZ1,9606,associate
protocatechuic acid,CP00000070,PPEF1,9606,associate
protocatechuic acid,CP00000070,GTF2A1,9606,associate
protocatechuic acid,CP00000070,OXCT2,9606,associate
protocatechuic acid,CP00000070,EPAS1,60711,associate
protocatechuic acid,CP00000070,EPAS1,60711,activate
protocatechuic acid,CP00000070,HIF1A,9555,associate
protocatechuic acid,CP00000070,HIF1A,9555,activate
protocatechuic acid,CP00000070,HMOX1,60711,associate
protocatechuic acid,CP00000070,HMOX1,60711,activate
protocatechuic acid,CP00000070,slc40a1,48698,associate
protocatechuic acid,CP00000070,sod2,215358,associate
protocatechuic acid,CP00000070,sod2,215358,activate
protocatechuic acid,CP00000070,TAB1,9606,associate
protocatechuic acid,CP00000070,ADSL,9606,associate
protocatechuic acid,CP00000070,AHCY,9606,associate
protocatechuic acid,CP00000070,ITIH6,9606,associate
protocatechuic acid,CP00000070,MPO,9606,associate
protocatechuic acid,CP00000070,SRSF9,9606,associate
protocatechuic acid,CP00000070,TFPI,9606,associate
protocatechuic acid,CP00000070,ENO1,9606,associate
protocatechuic acid,CP00000070,POLK,9606,associate
protocatechuic acid,CP00000070,ARFIP2,9606,associate
protocatechuic acid,CP00000070,ILKAP,9606,associate
protocatechuic acid,CP00000070,SDS,9606,associate
protocatechuic acid,CP00000070,REV1,9606,associate
protocatechuic acid,CP00000070,COX17,9606,associate
protocatechuic acid,CP00000070,PHLPP1,9606,associate
protocatechuic acid,CP00000070,ARVCF,9606,associate
protocatechuic acid,CP00000070,PPM1F,9606,associate
protocatechuic acid,CP00000070,ITIH4,9606,associate
protocatechuic acid,CP00000070,IMPA2,9606,associate
protocatechuic acid,CP00000070,SOD1,9606,associate
protocatechuic acid,CP00000070,SLC47A1,9606,associate
protocatechuic acid,CP00000070,ITIH1,9606,associate
protocatechuic acid,CP00000070,GLUD1,9606,associate
protocatechuic acid,CP00000070,AIP,9606,associate
protocatechuic acid,CP00000070,PPM1B,9606,associate
protocatechuic acid,CP00000070,CA2,9606,associate
protocatechuic acid,CP00000070,NCOA5,9606,associate
protocatechuic acid,CP00000070,CLPB,9606,associate
protocatechuic acid,CP00000070,COX18,9606,associate
protocatechuic acid,CP00000070,ARFIP1,9606,associate
protocatechuic acid,CP00000070,GPR85,9606,associate
protocatechuic acid,CP00000070,LDHD,9606,associate
protocatechuic acid,CP00000070,TEPSIN,9606,associate
protocatechuic acid,CP00000070,GPR27,9606,associate
protocatechuic acid,CP00000070,LRTOMT,9606,associate
protocatechuic acid,CP00000070,PPM1D,9606,associate
protocatechuic acid,CP00000070,GLUL,9606,associate
protocatechuic acid,CP00000070,PDP2,9606,associate
protocatechuic acid,CP00000070,PPM1E,9606,associate
protocatechuic acid,CP00000070,ALDH5A1,9606,associate
protocatechuic acid,CP00000070,NUP98,9606,associate
protocatechuic acid,CP00000070,SCD5,9606,associate
protocatechuic acid,CP00000070,YARS2,9606,associate
protocatechuic acid,CP00000070,SLC47A2,9606,associate
protocatechuic acid,CP00000070,PPM1A,9606,associate
protocatechuic acid,CP00000070,GLUD2,9606,associate
protocatechuic acid,CP00000070,GPR173,9606,associate
protocatechuic acid,CP00000070,SRR,9606,associate
protocatechuic acid,CP00000070,SDSL,9606,associate
protocatechuic acid,CP00000070,CS,9606,associate
protocatechuic acid,CP00000070,CLYBL,9606,associate
protocatechuic acid,CP00000070,PPTC7,9606,associate
protocatechuic acid,CP00000070,HNRNPAB,9606,associate
protocatechuic acid,CP00000070,ITIH2,9606,associate
protocatechuic acid,CP00000070,COX1,9606,associate
protocatechuic acid,CP00000070,COMT,9606,associate
protocatechuic acid,CP00000070,MTR,9606,associate
protocatechuic acid,CP00000070,SOD2,9606,associate
protocatechuic acid,CP00000070,MTHFD1L,9606,associate
protocatechuic acid,CP00000070,CA14,9606,associate
protocatechuic acid,CP00000070,DPYD,9606,associate
protocatechuic acid,CP00000070,SCD,9606,associate
protocatechuic acid,CP00000070,POLH,9606,associate
protocatechuic acid,CP00000070,NR5A1,9606,associate
protocatechuic acid,CP00000070,CDA,9606,associate
protocatechuic acid,CP00000070,NR0B1,9606,associate
protocatechuic acid,CP00000070,CARS,9606,associate
protocatechuic acid,CP00000070,AIPL1,9606,associate
protocatechuic acid,CP00000070,SOD3,9606,associate
protocatechuic acid,CP00000070,FECH,9606,associate
protocatechuic acid,CP00000070,PP2D1,9606,associate
protocatechuic acid,CP00000070,VWA5A,9606,associate
protocatechuic acid,CP00000070,MTHFD2,9606,associate
protocatechuic acid,CP00000070,MTHFD2L,9606,associate
protocatechuic acid,CP00000070,PDP1,9606,associate
protocatechuic acid,CP00000070,HSDL2,9606,associate
protocatechuic acid,CP00000070,CTNND1,9606,associate
protocatechuic acid,CP00000070,ALDH7A1,9606,associate
protocatechuic acid,CP00000070,GIGYF2,9606,associate
protocatechuic acid,CP00000070,PPM1N,9606,associate
protocatechuic acid,CP00000070,VWA5B2,9606,associate
protocatechuic acid,CP00000070,ITIH3,9606,associate
protocatechuic acid,CP00000070,PPM1L,9606,associate
protocatechuic acid,CP00000070,SELE,9606,inhibit
protocatechuic acid,CP00000070,SELP,9606,inhibit
protocatechuic acid,CP00000070,SELL,9606,inhibit
protocatechuic acid,CP00000070,PLA2G7,9606,associate
protocatechuic acid,CP00000070,ALB,9606,associate
protocatechuic acid,CP00000070,ffp,871585,associate
protocatechuic acid,CP00000070,Tyr,10090,inhibit
protocatechuic acid,CP00000070,ALOX5,9606,inhibit
protocatechuic acid,CP00000070,MMP1,9606,inhibit
protocatechuic acid,CP00000070,MMP2,9606,inhibit
protocatechuic acid,CP00000070,MMP3,9606,inhibit
protocatechuic acid,CP00000070,MMP8,9606,inhibit
protocatechuic acid,CP00000070,MMP9,9606,inhibit
protocatechuic acid,CP00000070,ca,7227,inhibit
protocatechuic acid,CP00000070,EGLN1,9606,inhibit
protocatechuic acid,CP00000070,ANTXR2,9606,inhibit
protocatechuic acid,CP00000070,NR1H2,9606,associate
protocatechuic acid,CP00000070,NR1H3,9606,associate
protocatechuic acid,CP00000070,PSMB5,9606,inhibit
protocatechuic acid,CP00000070,CSNK2A1,9606,associate
protocatechuic acid,CP00000070,CA1,9606,associate
protocatechuic acid,CP00000070,CA9,9606,associate
protocatechuic acid,CP00000070,CA7,9606,associate
protocatechuic acid,CP00000070,CA6,9606,associate
protocatechuic acid,CP00000070,CA12,9606,associate
protocatechuic acid,CP00000070,CA4,9606,associate
protocatechuic acid,CP00000070,CA3,9606,associate
protocatechuic acid,CP00000070,TTR,9606,associate
protocatechuic acid,CP00000070,CA5B,9606,associate
protocatechuic acid,CP00000070,CA5A,9606,associate
protocatechuic acid,CP00000070,ALPPL2,9606,associate
protocatechuic acid,CP00000070,SNCA,9606,associate
protocatechuic acid,CP00000070,ALPL,9606,associate
protocatechuic acid,CP00000070,HCAR3,9606,associate
protocatechuic acid,CP00000070,GPR35,9606,associate
protocatechuic acid,CP00000070,AKR1C3,9606,associate
protocatechuic acid,CP00000070,SRD5A2,9606,associate
protocatechuic acid,CP00000070,RARG,9606,associate
protocatechuic acid,CP00000070,ALPI,9606,associate
protocatechuic acid,CP00000070,RARB,9606,associate
protocatechuic acid,CP00000070,IGFBP3,9606,associate
protocatechuic acid,CP00000070,PTPN1,9606,associate
protocatechuic acid,CP00000070,MCL1,9606,associate
protocatechuic acid,CP00000070,TOP1,9606,associate
protocatechuic acid,CP00000070,EGFR,9606,associate
protocatechuic acid,CP00000070,FYN,9606,associate
protocatechuic acid,CP00000070,DAO,9606,associate
protocatechuic acid,CP00000070,PTPN7,9606,associate
protocatechuic acid,CP00000070,HSD17B2,9606,associate
protocatechuic acid,CP00000070,NUAK1,9606,associate
protocatechuic acid,CP00000070,TERT,9606,associate
protocatechuic acid,CP00000070,HCAR2,9606,associate
protocatechuic acid,CP00000070,AKR1B1,9606,associate
protocatechuic acid,CP00000070,ESR2,9606,associate
protocatechuic acid,CP00000070,FOLH1,9606,associate
protocatechuic acid,CP00000070,AKR1B10,9606,associate
protocatechuic acid,CP00000070,NR4A1,9606,associate
protocatechuic acid,CP00000070,CDC25B,9606,associate
protocatechuic acid,CP00000070,HSD17B1,9606,associate
protocatechuic acid,CP00000070,BCL2L1,9606,associate
protocatechuic acid,CP00000070,RARA,9606,associate
protocatechuic acid,CP00000070,AKR1C1,9606,associate
protocatechuic acid,CP00000070,CES2,9606,associate
protocatechuic acid,CP00000070,ALOX15,9606,associate
protocatechuic acid,CP00000070,TGFBR2,9606,associate
protocatechuic acid,CP00000070,SLCO1B1,9606,associate
protocatechuic acid,CP00000070,STK4,9606,associate
protocatechuic acid,CP00000070,VCAM1,9606,associate
protocatechuic acid,CP00000070,ADCY1,9606,associate
protocatechuic acid,CP00000070,ADAMTS4,9606,associate
protocatechuic acid,CP00000070,CFTR,9606,associate
protocatechuic acid,CP00000070,CYP11B2,9606,associate
protocatechuic acid,CP00000070,GGPS1,9606,associate
protocatechuic acid,CP00000070,CACNA1B,9606,associate
protocatechuic acid,CP00000070,FGF1,9606,associate
protocatechuic acid,CP00000070,FCER2,9606,associate
protocatechuic acid,CP00000070,FOLR1,9606,associate
protocatechuic acid,CP00000070,ALOX5AP,9606,associate
protocatechuic acid,CP00000070,PHOSPHO1,9606,associate
protocatechuic acid,CP00000070,TMPRSS11D,9606,associate
protocatechuic acid,CP00000070,TMPRSS6,9606,associate
protocatechuic acid,CP00000070,PRKCE,9606,associate
protocatechuic acid,CP00000070,ITGA4,9606,associate
protocatechuic acid,CP00000070,SSTR3,9606,associate
protocatechuic acid,CP00000070,STS,9606,associate
protocatechuic acid,CP00000070,SSTR5,9606,associate
protocatechuic acid,CP00000070,WNT3A,9606,associate
protocatechuic acid,CP00000070,PDE1B,9606,associate
protocatechuic acid,CP00000070,PLA2G4A,9606,associate
protocatechuic acid,CP00000070,PLA2G2A,9606,associate
protocatechuic acid,CP00000070,KIF11,9606,associate
protocatechuic acid,CP00000070,SERPINE1,9606,associate
protocatechuic acid,CP00000070,TXK,9606,associate
protocatechuic acid,CP00000070,NAMPT,9606,associate
protocatechuic acid,CP00000070,CDK8,9606,associate
protocatechuic acid,CP00000070,NR1H4,9606,associate
protocatechuic acid,CP00000070,CHRNA3,9606,associate
protocatechuic acid,CP00000070,CYP51A1,9606,associate
protocatechuic acid,CP00000070,PKN2,9606,associate
protocatechuic acid,CP00000070,EP300,9606,associate
protocatechuic acid,CP00000070,TPSAB1,9606,associate
protocatechuic acid,CP00000070,PIP4K2B,9606,associate
protocatechuic acid,CP00000070,DLG4,9606,associate
protocatechuic acid,CP00000070,MIF,9606,associate
protocatechuic acid,CP00000070,CD74,9606,associate
protocatechuic acid,CP00000070,PRF1,9606,associate
protocatechuic acid,CP00000070,KDM4C,9606,associate
protocatechuic acid,CP00000070,HTR7,9606,associate
protocatechuic acid,CP00000070,GSK3B,9606,associate
p-hydroxybenzaldehyde,CP00000121,ABAT,9606,inhibit
p-hydroxybenzaldehyde,CP00000121,ALDH5A1,9606,inhibit
p-hydroxybenzaldehyde,CP00000121,Abat,10116,inhibit
p-hydroxybenzaldehyde,CP00000121,AOX1,9986,inhibit
p-hydroxybenzaldehyde,CP00000121,IDO1,9606,associate
p-hydroxybenzaldehyde,CP00000121,PPP5C,9606,associate
p-hydroxybenzaldehyde,CP00000121,OTC,9606,associate
p-hydroxybenzaldehyde,CP00000121,YTHDC2,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPN18,9606,associate
p-hydroxybenzaldehyde,CP00000121,DIMT1,9606,associate
p-hydroxybenzaldehyde,CP00000121,AASDH,9606,associate
p-hydroxybenzaldehyde,CP00000121,FMO2,9606,associate
p-hydroxybenzaldehyde,CP00000121,FOXRED2,9606,associate
p-hydroxybenzaldehyde,CP00000121,MYBL2,9606,associate
p-hydroxybenzaldehyde,CP00000121,CLASRP,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX33,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH3A1,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH1A2,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX40,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX29,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX35,9606,associate
p-hydroxybenzaldehyde,CP00000121,FMO5,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPRE,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH1L2,9606,associate
p-hydroxybenzaldehyde,CP00000121,HINT2,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH2,9606,associate
p-hydroxybenzaldehyde,CP00000121,PIK3C3,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX8,9606,associate
p-hydroxybenzaldehyde,CP00000121,PIK3CA,9606,associate
p-hydroxybenzaldehyde,CP00000121,PDCL3,9606,associate
p-hydroxybenzaldehyde,CP00000121,CPVL,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH8A1,9606,associate
p-hydroxybenzaldehyde,CP00000121,PIK3C2A,9606,associate
p-hydroxybenzaldehyde,CP00000121,RNF113B,9606,associate
p-hydroxybenzaldehyde,CP00000121,ABAT,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX38,9606,associate
p-hydroxybenzaldehyde,CP00000121,ACP1,9606,associate
p-hydroxybenzaldehyde,CP00000121,CALM2,9606,associate
p-hydroxybenzaldehyde,CP00000121,ARMC1,9606,associate
p-hydroxybenzaldehyde,CP00000121,PPP4C,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTS,9606,associate
p-hydroxybenzaldehyde,CP00000121,SCN2A,9606,associate
p-hydroxybenzaldehyde,CP00000121,RPIA,9606,associate
p-hydroxybenzaldehyde,CP00000121,HGD,9606,associate
p-hydroxybenzaldehyde,CP00000121,TMPRSS11D,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX32,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPDC1,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH4A1,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH16A1,9606,associate
p-hydroxybenzaldehyde,CP00000121,PDCL2,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH1A1,9606,associate
p-hydroxybenzaldehyde,CP00000121,SNAPC4,9606,associate
p-hydroxybenzaldehyde,CP00000121,AGXT,9606,associate
p-hydroxybenzaldehyde,CP00000121,HINT1,9606,associate
p-hydroxybenzaldehyde,CP00000121,PGK2,9606,associate
p-hydroxybenzaldehyde,CP00000121,BTD,9606,associate
p-hydroxybenzaldehyde,CP00000121,PDP2,9606,associate
p-hydroxybenzaldehyde,CP00000121,PSMA8,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX37,9606,associate
p-hydroxybenzaldehyde,CP00000121,PROP1,9606,associate
p-hydroxybenzaldehyde,CP00000121,PRKDC,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH5A1,9606,associate
p-hydroxybenzaldehyde,CP00000121,VNN2,9606,associate
p-hydroxybenzaldehyde,CP00000121,UPB1,9606,associate
p-hydroxybenzaldehyde,CP00000121,NADSYN1,9606,associate
p-hydroxybenzaldehyde,CP00000121,SMDT1,9606,associate
p-hydroxybenzaldehyde,CP00000121,UPP1,9606,associate
p-hydroxybenzaldehyde,CP00000121,HDDC3,9606,associate
p-hydroxybenzaldehyde,CP00000121,BOLA2,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPRM,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX34,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH1A3,9606,associate
p-hydroxybenzaldehyde,CP00000121,PLPBP,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPRU,9606,associate
p-hydroxybenzaldehyde,CP00000121,CDKN3,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX15,9606,associate
p-hydroxybenzaldehyde,CP00000121,LRRFIP2,9606,associate
p-hydroxybenzaldehyde,CP00000121,MYB,9606,associate
p-hydroxybenzaldehyde,CP00000121,CS,9606,associate
p-hydroxybenzaldehyde,CP00000121,ATR,9606,associate
p-hydroxybenzaldehyde,CP00000121,ESR2,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH3A2,9606,associate
p-hydroxybenzaldehyde,CP00000121,STYX,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH9A1,9606,associate
p-hydroxybenzaldehyde,CP00000121,FMO1,9606,associate
p-hydroxybenzaldehyde,CP00000121,TRRAP,9606,associate
p-hydroxybenzaldehyde,CP00000121,TAT,9606,associate
p-hydroxybenzaldehyde,CP00000121,PIK3CG,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPRF,9606,associate
p-hydroxybenzaldehyde,CP00000121,MTOR,9606,associate
p-hydroxybenzaldehyde,CP00000121,CDC14A,9606,associate
p-hydroxybenzaldehyde,CP00000121,TFB2M,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPN14,9606,associate
p-hydroxybenzaldehyde,CP00000121,PIK3C2B,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX9,9606,associate
p-hydroxybenzaldehyde,CP00000121,FMO4,9606,associate
p-hydroxybenzaldehyde,CP00000121,FMO3,9606,associate
p-hydroxybenzaldehyde,CP00000121,VNN1,9606,associate
p-hydroxybenzaldehyde,CP00000121,NIT1,9606,associate
p-hydroxybenzaldehyde,CP00000121,DUSP23,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPRK,9606,associate
p-hydroxybenzaldehyde,CP00000121,UROS,9606,associate
p-hydroxybenzaldehyde,CP00000121,PSMA7,9606,associate
p-hydroxybenzaldehyde,CP00000121,RNF113A,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPRT,9606,associate
p-hydroxybenzaldehyde,CP00000121,PGK1,9606,associate
p-hydroxybenzaldehyde,CP00000121,CDC14B,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX16,9606,associate
p-hydroxybenzaldehyde,CP00000121,PIK3CD,9606,associate
p-hydroxybenzaldehyde,CP00000121,H6PD,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH1B1,9606,associate
p-hydroxybenzaldehyde,CP00000121,OLAH,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPRA,9606,associate
p-hydroxybenzaldehyde,CP00000121,PIR,9606,associate
p-hydroxybenzaldehyde,CP00000121,DBH,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTPRZ1,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH1L1,9606,associate
p-hydroxybenzaldehyde,CP00000121,G6PD,9606,associate
p-hydroxybenzaldehyde,CP00000121,NIT2,9606,associate
p-hydroxybenzaldehyde,CP00000121,PDP1,9606,associate
p-hydroxybenzaldehyde,CP00000121,PYM1,9606,associate
p-hydroxybenzaldehyde,CP00000121,ALDH7A1,9606,associate
p-hydroxybenzaldehyde,CP00000121,TDRD9,9606,associate
p-hydroxybenzaldehyde,CP00000121,IFFO2,9606,associate
p-hydroxybenzaldehyde,CP00000121,SMG1,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX30,9606,associate
p-hydroxybenzaldehyde,CP00000121,DHX36,9606,associate
p-hydroxybenzaldehyde,CP00000121,GPHN,9606,associate
p-hydroxybenzaldehyde,CP00000121,MYBL1,9606,associate
p-hydroxybenzaldehyde,CP00000121,BOLA2-SMG1P6,9606,associate
p-hydroxybenzaldehyde,CP00000121,BCHE,9796,inhibit
p-hydroxybenzaldehyde,CP00000121,IDO1,9606,inhibit
p-hydroxybenzaldehyde,CP00000121,SIRT1,9606,associate
p-hydroxybenzaldehyde,CP00000121,MPO,9606,inhibit
p-hydroxybenzaldehyde,CP00000121,ESR1,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA12,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA3,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA2,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA1,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA9,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA4,9606,associate
p-hydroxybenzaldehyde,CP00000121,MIF,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA7,9606,associate
p-hydroxybenzaldehyde,CP00000121,CYP2A6,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA5A,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA5B,9606,associate
p-hydroxybenzaldehyde,CP00000121,CA14,9606,associate
p-hydroxybenzaldehyde,CP00000121,ERN1,9606,associate
p-hydroxybenzaldehyde,CP00000121,AKR1B1,9606,associate
p-hydroxybenzaldehyde,CP00000121,PTGS1,9606,associate
p-hydroxybenzaldehyde,CP00000121,MAOA,9606,associate
p-hydroxybenzaldehyde,CP00000121,MCL1,9606,associate
